codigo;descripcion_aperturas;clasificador;periodo;indice_ipc;v_m_ipc;v_i_a_ipc;region
04;Vivienda, agua, electricidad, gas y otros combustibles;Divisiones;2018-05-01;181,6514;0,0;47,4;Patagonia
05;Equipamiento y mantenimiento del hogar;Divisiones;2018-05-01;130,8060;2,0;23,4;Pampeana
05;Equipamiento y mantenimiento del hogar;Divisiones;2018-05-01;125,3505;1,7;17,3;Noreste
05;Equipamiento y mantenimiento del hogar;Divisiones;2018-05-01;128,5875;2,0;21,3;Noroeste
05;Equipamiento y mantenimiento del hogar;Divisiones;2018-05-01;129,6516;2,9;22,4;Cuyo
05;Equipamiento y mantenimiento del hogar;Divisiones;2018-05-01;130,5858;2,3;23,4;Patagonia
06;Salud;Divisiones;2018-05-01;141,2139;1,9;26,8;Pampeana
06;Salud;Divisiones;2018-05-01;139,2183;2,5;23,6;Noreste
06;Salud;Divisiones;2018-05-01;138,2753;3,0;24,7;Noroeste
06;Salud;Divisiones;2018-05-01;142,2541;1,5;27,5;Cuyo
06;Salud;Divisiones;2018-05-01;142,8435;3,0;26,9;Patagonia
07;Transporte;Divisiones;2018-05-01;139,6625;1,6;30,2;Pampeana
07;Transporte;Divisiones;2018-05-01;140,3248;1,6;33,8;Noreste
07;Transporte;Divisiones;2018-05-01;143,1119;2,2;32,2;Noroeste
07;Transporte;Divisiones;2018-05-01;145,5180;2,2;33,5;Cuyo
07;Transporte;Divisiones;2018-05-01;144,1365;2,9;33,4;Patagonia
08;Comunicación;Divisiones;2018-05-01;167,5772;4,9;40,5;Pampeana
08;Comunicación;Divisiones;2018-05-01;158,7191;2,9;31,7;Noreste
08;Comunicación;Divisiones;2018-05-01;169,8319;3,6;40,5;Noroeste
08;Comunicación;Divisiones;2018-05-01;152,3378;2,6;29,8;Cuyo
08;Comunicación;Divisiones;2018-05-01;147,6632;2,8;28,0;Patagonia
09;Recreación y cultura;Divisiones;2018-05-01;137,2793;3,5;27,1;Pampeana
09;Recreación y cultura;Divisiones;2018-05-01;134,9106;2,8;23,0;Noreste
09;Recreación y cultura;Divisiones;2018-05-01;140,4530;0,7;29,0;Noroeste
09;Recreación y cultura;Divisiones;2018-05-01;134,7170;2,5;21,5;Cuyo
09;Recreación y cultura;Divisiones;2018-05-01;139,3290;2,9;23,8;Patagonia
10;Educación;Divisiones;2018-05-01;155,4438;2,0;30,5;Pampeana
10;Educación;Divisiones;2018-05-01;165,3649;0,2;32,1;Noreste
10;Educación;Divisiones;2018-05-01;172,2076;0,4;29,5;Noroeste
10;Educación;Divisiones;2018-05-01;158,4645;0,4;25,8;Cuyo
10;Educación;Divisiones;2018-05-01;158,6671;0,7;28,1;Patagonia
11;Restaurantes y hoteles;Divisiones;2018-05-01;138,4391;3,2;26,3;Pampeana
11;Restaurantes y hoteles;Divisiones;2018-05-01;132,6337;2,8;16,2;Noreste
11;Restaurantes y hoteles;Divisiones;2018-05-01;132,4006;1,4;21,4;Noroeste
11;Restaurantes y hoteles;Divisiones;2018-05-01;137,7982;1,5;28,1;Cuyo
11;Restaurantes y hoteles;Divisiones;2018-05-01;138,3012;1,5;28,1;Patagonia
12;Bienes y servicios varios;Divisiones;2018-05-01;132,6791;2,4;22,2;Pampeana
12;Bienes y servicios varios;Divisiones;2018-05-01;130,6259;2,0;18,6;Noreste
12;Bienes y servicios varios;Divisiones;2018-05-01;128,1681;2,2;18,5;Noroeste
12;Bienes y servicios varios;Divisiones;2018-05-01;129,5548;2,5;18,7;Cuyo
12;Bienes y servicios varios;Divisiones;2018-05-01;132,3564;2,0;20,5;Patagonia
01.1;Alimentos;Grupos;2018-05-01;131,9641;2,9;20,9;Pampeana
01.1;Alimentos;Grupos;2018-05-01;133,8175;3,5;21,7;Noreste
01.1;Alimentos;Grupos;2018-05-01;133,1179;3,1;21,4;Noroeste
01.1;Alimentos;Grupos;2018-05-01;133,9825;2,9;21,3;Cuyo
01.1;Alimentos;Grupos;2018-05-01;128,6765;2,6;19,8;Patagonia
01.2;Bebidas no alcohólicas;Grupos;2018-05-01;135,0716;2,8;23,4;Pampeana
01.2;Bebidas no alcohólicas;Grupos;2018-05-01;142,1165;3,3;30,1;Noreste
01.2;Bebidas no alcohólicas;Grupos;2018-05-01;137,1133;1,6;25,7;Noroeste
01.2;Bebidas no alcohólicas;Grupos;2018-05-01;138,0624;2,0;24,2;Cuyo
01.2;Bebidas no alcohólicas;Grupos;2018-05-01;138,7416;3,0;27,1;Patagonia
02.1;Bebidas alcohólicas;Grupos;2018-05-01;137,0456;1,2;21,7;Pampeana
02.1;Bebidas alcohólicas;Grupos;2018-05-01;142,2599;2,8;27,4;Noreste
02.1;Bebidas alcohólicas;Grupos;2018-05-01;131,7407;1,4;18,5;Noroeste
02.1;Bebidas alcohólicas;Grupos;2018-05-01;134,7387;1,7;19,2;Cuyo
02.1;Bebidas alcohólicas;Grupos;2018-05-01;134,8859;2,0;19,6;Patagonia
02.2;Tabaco;Grupos;2018-05-01;131,1213;2,1;17,8;Pampeana
02.2;Tabaco;Grupos;2018-05-01;131,1154;2,1;17,8;Noreste
02.2;Tabaco;Grupos;2018-05-01;131,0459;2,1;17,7;Noroeste
02.2;Tabaco;Grupos;2018-05-01;132,0822;2,2;19,0;Cuyo
02.2;Tabaco;Grupos;2018-05-01;131,6727;2,1;18,6;Patagonia
03.1;Prendas de vestir y materiales;Grupos;2018-05-01;133,5567;2,4;18,6;Pampeana
03.1;Prendas de vestir y materiales;Grupos;2018-05-01;121,0576;2,7;10,6;Noreste
03.1;Prendas de vestir y materiales;Grupos;2018-05-01;129,4958;3,5;20,0;Noroeste
03.1;Prendas de vestir y materiales;Grupos;2018-05-01;118,9973;0,4;10,3;Cuyo
03.1;Prendas de vestir y materiales;Grupos;2018-05-01;126,0703;2,0;16,6;Patagonia
03.2;Calzado;Grupos;2018-05-01;123,5143;2,4;16,5;Pampeana
03.2;Calzado;Grupos;2018-05-01;114,1554;2,7;11,2;Noreste
03.2;Calzado;Grupos;2018-05-01;121,1203;1,4;12,6;Noroeste
03.2;Calzado;Grupos;2018-05-01;121,9311;0,0;21,6;Cuyo
03.2;Calzado;Grupos;2018-05-01;124,1618;-1,6;19,1;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2018-05-01;140,0796;1,6;28,4;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2018-05-01;153,8214;2,7;32,7;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2018-05-01;138,6635;0,9;25,9;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2018-05-01;147,3700;1,5;24,6;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2018-05-01;148,1882;0,8;29,3;Patagonia
04.5;Electricidad, gas y otros combustibles;Grupos;2018-05-01;243,2095;-3,9;83,6;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;2018-05-01;201,6758;0,1;63,0;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;2018-05-01;256,8615;1,4;63,1;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;2018-05-01;271,3451;-1,8;89,4;Cuyo
04.5;Electricidad, gas y otros combustibles;Grupos;2018-05-01;249,7294;-1,1;84,9;Patagonia
05.6;Bienes y servicios para la conservación del hogar;Grupos;2018-05-01;134,3521;1,3;24,2;Pampeana
05.6;Bienes y servicios para la conservación del hogar;Grupos;2018-05-01;132,1573;1,5;21,1;Noreste
05.6;Bienes y servicios para la conservación del hogar;Grupos;2018-05-01;133,9757;1,6;23,8;Noroeste
05.6;Bienes y servicios para la conservación del hogar;Grupos;2018-05-01;134,6944;2,2;24,5;Cuyo
05.6;Bienes y servicios para la conservación del hogar;Grupos;2018-05-01;131,7438;1,5;23,2;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2018-05-01;140,7752;3,0;24,0;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2018-05-01;142,3782;3,0;25,0;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2018-05-01;139,5709;2,6;23,0;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2018-05-01;141,9880;2,4;24,8;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2018-05-01;143,6165;3,4;25,1;Patagonia
07.1;Adquisición de vehículos;Grupos;2018-05-01;133,1505;4,1;25,5;Pampeana
07.1;Adquisición de vehículos;Grupos;2018-05-01;135,9607;4,6;27,0;Noreste
07.1;Adquisición de vehículos;Grupos;2018-05-01;136,3229;5,3;26,7;Noroeste
07.1;Adquisición de vehículos;Grupos;2018-05-01;136,4404;3,1;25,8;Cuyo
07.1;Adquisición de vehículos;Grupos;2018-05-01;135,0705;4,7;24,6;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;2018-05-01;141,6307;0,6;32,7;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;2018-05-01;145,8263;0,8;42,0;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2018-05-01;145,5275;1,8;35,9;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2018-05-01;145,1777;2,8;34,9;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;2018-05-01;151,4322;2,0;41,2;Patagonia
07.3;Transporte público;Grupos;2018-05-01;143,6650;1,0;30,2;Pampeana
07.3;Transporte público;Grupos;2018-05-01;132,6652;-0,1;23,6;Noreste
07.3;Transporte público;Grupos;2018-05-01;143,0697;1,0;29,1;Noroeste
07.3;Transporte público;Grupos;2018-05-01;158,4448;-0,3;38,8;Cuyo
07.3;Transporte público;Grupos;2018-05-01;144,2568;1,8;31,8;Patagonia
08.3;Servicios de telefonía e internet;Grupos;2018-05-01;168,1629;4,9;40,6;Pampeana
08.3;Servicios de telefonía e internet;Grupos;2018-05-01;156,6814;2,9;30,1;Noreste
08.3;Servicios de telefonía e internet;Grupos;2018-05-01;169,1276;3,2;40,5;Noroeste
08.3;Servicios de telefonía e internet;Grupos;2018-05-01;151,0908;2,5;28,6;Cuyo
08.3;Servicios de telefonía e internet;Grupos;2018-05-01;146,5874;2,9;27,2;Patagonia
09.4;Servicios recreativos y culturales;Grupos;2018-05-01;155,0830;7,7;34,9;Pampeana
09.4;Servicios recreativos y culturales;Grupos;2018-05-01;138,2250;4,4;25,3;Noreste
09.4;Servicios recreativos y culturales;Grupos;2018-05-01;159,4901;0,0;35,5;Noroeste
09.4;Servicios recreativos y culturales;Grupos;2018-05-01;145,2964;2,3;22,8;Cuyo
09.4;Servicios recreativos y culturales;Grupos;2018-05-01;149,7084;2,5;27,5;Patagonia
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;2018-05-01;141,3910;1,8;28,5;Pampeana
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;2018-05-01;144,1721;2,1;26,4;Noreste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;2018-05-01;137,8211;1,9;26,4;Noroeste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;2018-05-01;141,2515;3,7;27,0;Cuyo
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;2018-05-01;137,4589;2,5;24,2;Patagonia
11.1;Restaurantes y comidas fuera del hogar;Grupos;2018-05-01;138,6698;3,4;26,1;Pampeana
11.1;Restaurantes y comidas fuera del hogar;Grupos;2018-05-01;132,6600;2,9;15,9;Noreste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2018-05-01;132,4192;1,4;21,3;Noroeste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2018-05-01;138,1078;1,6;28,0;Cuyo
11.1;Restaurantes y comidas fuera del hogar;Grupos;2018-05-01;138,5288;1,5;28,0;Patagonia
12.1;Cuidado personal;Grupos;2018-05-01;130,8902;2,6;20,9;Pampeana
12.1;Cuidado personal;Grupos;2018-05-01;129,5609;1,9;17,6;Noreste
12.1;Cuidado personal;Grupos;2018-05-01;126,2587;2,3;17,5;Noroeste
12.1;Cuidado personal;Grupos;2018-05-01;128,9595;2,8;19,2;Cuyo
12.1;Cuidado personal;Grupos;2018-05-01;129,1979;2,0;18,1;Patagonia
01.1.1;Pan y cereales;Clase;2018-05-01;137,6351;5,3;27,0;Pampeana
01.1.1;Pan y cereales;Clase;2018-05-01;136,1002;7,9;25,9;Noreste
01.1.1;Pan y cereales;Clase;2018-05-01;141,6184;8,7;29,9;Noroeste
01.1.1;Pan y cereales;Clase;2018-05-01;142,8426;7,3;29,6;Cuyo
01.1.1;Pan y cereales;Clase;2018-05-01;138,1137;6,3;28,3;Patagonia
01.1.2;Carnes y derivados;Clase;2018-05-01;124,3919;1,3;16,9;Pampeana
01.1.2;Carnes y derivados;Clase;2018-05-01;129,4205;1,5;20,3;Noreste
01.1.2;Carnes y derivados;Clase;2018-05-01;124,7265;1,2;18,2;Noroeste
01.1.2;Carnes y derivados;Clase;2018-05-01;125,9343;1,0;17,9;Cuyo
01.1.2;Carnes y derivados;Clase;2018-05-01;121,7318;1,1;17,3;Patagonia
01.1.4;Leche, productos lácteos y huevos;Clase;2018-05-01;140,4121;2,6;21,3;Pampeana
01.1.4;Leche, productos lácteos y huevos;Clase;2018-05-01;141,5425;3,3;20,2;Noreste
01.1.4;Leche, productos lácteos y huevos;Clase;2018-05-01;143,4434;2,3;24,2;Noroeste
01.1.4;Leche, productos lácteos y huevos;Clase;2018-05-01;142,3749;1,5;23,3;Cuyo
01.1.4;Leche, productos lácteos y huevos;Clase;2018-05-01;139,4293;1,8;19,9;Patagonia
01.1.5;Aceites, grasas y manteca;Clase;2018-05-01;127,3225;4,6;19,4;Pampeana
01.1.5;Aceites, grasas y manteca;Clase;2018-05-01;144,6451;5,7;28,9;Noreste
01.1.5;Aceites, grasas y manteca;Clase;2018-05-01;143,2644;4,8;17,6;Noroeste
01.1.5;Aceites, grasas y manteca;Clase;2018-05-01;135,1713;4,2;24,0;Cuyo
01.1.5;Aceites, grasas y manteca;Clase;2018-05-01;128,4269;3,5;16,7;Patagonia
01.1.6;Frutas;Clase;2018-05-01;137,1806;-1,7;34,7;Pampeana
01.1.6;Frutas;Clase;2018-05-01;126,3408;0,9;30,2;Noreste
01.1.6;Frutas;Clase;2018-05-01;128,2984;-2,2;28,7;Noroeste
01.1.6;Frutas;Clase;2018-05-01;135,4136;-3,3;34,8;Cuyo
01.1.6;Frutas;Clase;2018-05-01;132,3673;0,5;26,0;Patagonia
01.1.7;Verduras, tubérculos y legumbres;Clase;2018-05-01;131,1256;7,5;12,9;Pampeana
01.1.7;Verduras, tubérculos y legumbres;Clase;2018-05-01;134,4474;3,4;15,2;Noreste
01.1.7;Verduras, tubérculos y legumbres;Clase;2018-05-01;132,4375;2,0;10,9;Noroeste
01.1.7;Verduras, tubérculos y legumbres;Clase;2018-05-01;133,3480;7,1;7,6;Cuyo
01.1.7;Verduras, tubérculos y legumbres;Clase;2018-05-01;115,4423;2,5;6,8;Patagonia
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;2018-05-01;138,4313;2,0;27,6;Pampeana
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;2018-05-01;140,6568;2,2;25,1;Noreste
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;2018-05-01;141,3104;2,7;24,5;Noroeste
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;2018-05-01;138,7638;1,6;27,7;Cuyo
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;2018-05-01;135,7440;3,0;23,7;Patagonia
01.2.1;Café, té, yerba y cacao;Clase;2018-05-01;136,7161;4,4;25,9;Pampeana
01.2.1;Café, té, yerba y cacao;Clase;2018-05-01;133,2933;3,1;23,0;Noreste
01.2.1;Café, té, yerba y cacao;Clase;2018-05-01;132,9840;3,9;23,9;Noroeste
01.2.1;Café, té, yerba y cacao;Clase;2018-05-01;137,7773;4,0;28,5;Cuyo
01.2.1;Café, té, yerba y cacao;Clase;2018-05-01;135,4393;5,5;22,9;Patagonia
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2018-05-01;134,4248;2,1;22,4;Pampeana
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2018-05-01;145,1458;3,4;32,6;Noreste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2018-05-01;137,8176;1,3;25,9;Noroeste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2018-05-01;138,1451;1,4;23,0;Cuyo
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2018-05-01;139,9056;2,2;28,6;Patagonia
04.1.1;Alquiler de la vivienda;Clase;2018-05-01;141,0657;1,7;28,1;Pampeana
04.1.1;Alquiler de la vivienda;Clase;2018-05-01;155,3769;2,8;32,7;Noreste
04.1.1;Alquiler de la vivienda;Clase;2018-05-01;139,1628;0,9;25,6;Noroeste
04.1.1;Alquiler de la vivienda;Clase;2018-05-01;148,0207;1,6;24,4;Cuyo
04.1.1;Alquiler de la vivienda;Clase;2018-05-01;148,6162;0,8;29,2;Patagonia
06.4.1;Gastos de prepagas;Clase;2018-05-01;141,0514;-0,2;31,2;Pampeana
06.4.1;Gastos de prepagas;Clase;2018-05-01;139,6768;0,3;24,3;Noreste
06.4.1;Gastos de prepagas;Clase;2018-05-01;145,3009;6,3;40,5;Noroeste
06.4.1;Gastos de prepagas;Clase;2018-05-01;143,6185;0,0;33,7;Cuyo
06.4.1;Gastos de prepagas;Clase;2018-05-01;145,0573;0,4;35,8;Patagonia
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;2018-05-01;142,1804;0,2;33,9;Pampeana
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;2018-05-01;148,3663;0,5;45,0;Noreste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;2018-05-01;146,0487;1,6;37,0;Noroeste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;2018-05-01;145,9702;2,5;36,1;Cuyo
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;2018-05-01;152,0841;1,5;41,8;Patagonia
0;Nivel general;Nivel general;2018-05-01;139,5800;1,9;26,4;GBA
01;Alimentos y bebidas no alcohólicas;Divisiones;2018-05-01;136,1690;3,7;23,4;GBA
02;Bebidas alcohólicas y tabaco;Divisiones;2018-05-01;133,0263;1,4;19,2;GBA
03;Prendas de vestir y calzado;Divisiones;2018-05-01;126,7286;1,7;17,4;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Divisiones;2018-05-01;170,0052;-1,3;44,0;GBA
05;Equipamiento y mantenimiento del hogar;Divisiones;2018-05-01;131,3665;2,3;23,6;GBA
06;Salud;Divisiones;2018-05-01;139,4698;2,3;27,0;GBA
07;Transporte;Divisiones;2018-05-01;136,4371;2,0;28,5;GBA
08;Comunicación;Divisiones;2018-05-01;157,0028;3,6;32,8;GBA
09;Recreación y cultura;Divisiones;2018-05-01;133,4245;2,0;22,1;GBA
10;Educación;Divisiones;2018-05-01;152,5495;0,3;28,7;GBA
11;Restaurantes y hoteles;Divisiones;2018-05-01;136,3590;2,1;24,5;GBA
12;Bienes y servicios varios;Divisiones;2018-05-01;132,2034;1,5;21,2;GBA
01.1;Alimentos;Grupos;2018-05-01;136,2518;4,0;23,1;GBA
01.2;Bebidas no alcohólicas;Grupos;2018-05-01;135,6269;1,6;25,2;GBA
02.1;Bebidas alcohólicas;Grupos;2018-05-01;134,4357;1,7;22,5;GBA
02.2;Tabaco;Grupos;2018-05-01;131,9454;1,1;16,6;GBA
03.1;Prendas de vestir y materiales;Grupos;2018-05-01;128,5949;1,8;18,3;GBA
03.2;Calzado;Grupos;2018-05-01;121,2316;1,5;14,9;GBA
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2018-05-01;139,4446;1,6;30,2;GBA
04.3;Mantenimiento y reparación de la vivienda;Grupos;2018-05-01;142,0712;2,2;30,1;GBA
04.5;Electricidad, gas y otros combustibles;Grupos;2018-05-01;262,8982;-7,2;75,4;GBA
05.6;Bienes y servicios para la conservación del hogar;Grupos;2018-05-01;136,0919;1,1;25,9;GBA
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2018-05-01;141,3989;3,0;25,4;GBA
07.1;Adquisición de vehículos;Grupos;2018-05-01;132,9658;4,4;25,8;GBA
07.2;Funcionamiento de equipos de transporte personal;Grupos;2018-05-01;143,9829;2,1;30,4;GBA
07.3;Transporte público;Grupos;2018-05-01;129,0546;0,4;27,4;GBA
08.3;Servicios de telefonía e internet;Grupos;2018-05-01;157,8075;3,4;33,0;GBA
09.1;Equipos audiovisuales, fotográficos y de procesamiento de la información;Grupos;2018-05-01;116,5318;3,7;15,2;GBA
09.4;Servicios recreativos y culturales;Grupos;2018-05-01;148,0347;2,5;26,2;GBA
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;2018-05-01;133,9451;3,5;22,4;GBA
11.1;Restaurantes y comidas fuera del hogar;Grupos;2018-05-01;136,6086;2,2;24,2;GBA
12.1;Cuidado personal;Grupos;2018-05-01;130,4038;1,9;20,3;GBA
01.1.1;Pan y cereales;Clase;2018-05-01;140,8970;5,9;28,4;GBA
01.1.2;Carnes y derivados;Clase;2018-05-01;128,6467;2,1;19,2;GBA
01.1.4;Leche, productos lácteos y huevos;Clase;2018-05-01;143,2863;2,3;22,9;GBA
01.1.5;Aceites, grasas y manteca;Clase;2018-05-01;132,7838;4,7;23,4;GBA
01.1.6;Frutas;Clase;2018-05-01;135,3519;-2,6;31,4;GBA
01.1.7;Verduras, tubérculos y legumbres;Clase;2018-05-01;141,2389;15,0;18,9;GBA
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;2018-05-01;133,7134;2,7;24,7;GBA
01.2.1;Café, té, yerba y cacao;Clase;2018-05-01;138,1058;3,0;26,3;GBA
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2018-05-01;134,9318;1,2;24,9;GBA
04.1.1;Alquiler de la vivienda;Clase;2018-05-01;144,6152;2,5;29,3;GBA
06.4.1;Gastos de prepagas;Clase;2018-05-01;136,5172;0,0;28,8;GBA
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;2018-05-01;143,4044;1,3;34,0;GBA
0;Nivel general;Nivel general;2018-06-01;144,8408;3,7;30,0;Pampeana
0;Nivel general;Nivel general;2018-06-01;141,5055;3,1;26,4;Noreste
0;Nivel general;Nivel general;2018-06-01;144,9444;3,4;28,6;Noroeste
0;Nivel general;Nivel general;2018-06-01;145,6472;3,6;29,5;Cuyo
0;Nivel general;Nivel general;2018-06-01;144,1430;3,3;29,1;Patagonia
01;Alimentos y bebidas no alcohólicas;Divisiones;2018-06-01;140,0040;5,8;27,6;Pampeana
01;Alimentos y bebidas no alcohólicas;Divisiones;2018-06-01;140,0188;4,0;25,8;Noreste
01;Alimentos y bebidas no alcohólicas;Divisiones;2018-06-01;140,8608;5,4;27,8;Noroeste
01;Alimentos y bebidas no alcohólicas;Divisiones;2018-06-01;142,5023;6,0;28,2;Cuyo
01;Alimentos y bebidas no alcohólicas;Divisiones;2018-06-01;135,4639;4,5;25,5;Patagonia
02;Bebidas alcohólicas y tabaco;Divisiones;2018-06-01;134,8406;0,7;19,6;Pampeana
02;Bebidas alcohólicas y tabaco;Divisiones;2018-06-01;138,7759;1,0;21,4;Noreste
02;Bebidas alcohólicas y tabaco;Divisiones;2018-06-01;132,5093;0,9;18,7;Noroeste
02;Bebidas alcohólicas y tabaco;Divisiones;2018-06-01;134,3355;0,9;19,9;Cuyo
02;Bebidas alcohólicas y tabaco;Divisiones;2018-06-01;133,8452;0,7;18,5;Patagonia
03;Prendas de vestir y calzado;Divisiones;2018-06-01;133,5153;2,0;19,2;Pampeana
03;Prendas de vestir y calzado;Divisiones;2018-06-01;120,5296;1,4;11,9;Noreste
03;Prendas de vestir y calzado;Divisiones;2018-06-01;128,8026;1,6;16,1;Noroeste
03;Prendas de vestir y calzado;Divisiones;2018-06-01;120,6733;0,7;14,1;Cuyo
03;Prendas de vestir y calzado;Divisiones;2018-06-01;127,3150;1,4;17,5;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Divisiones;2018-06-01;178,9518;1,7;50,9;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Divisiones;2018-06-01;179,7354;1,9;48,7;Noreste
04;Vivienda, agua, electricidad, gas y otros combustibles;Divisiones;2018-06-01;206,5979;1,9;51,5;Noroeste
04;Vivienda, agua, electricidad, gas y otros combustibles;Divisiones;2018-06-01;195,2993;1,7;53,6;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Divisiones;2018-06-01;182,4656;0,4;46,3;Patagonia
05;Equipamiento y mantenimiento del hogar;Divisiones;2018-06-01;136,3065;4,2;27,0;Pampeana
05;Equipamiento y mantenimiento del hogar;Divisiones;2018-06-01;129,7316;3,5;20,7;Noreste
05;Equipamiento y mantenimiento del hogar;Divisiones;2018-06-01;132,9780;3,4;24,8;Noroeste
05;Equipamiento y mantenimiento del hogar;Divisiones;2018-06-01;135,4400;4,5;26,2;Cuyo
05;Equipamiento y mantenimiento del hogar;Divisiones;2018-06-01;136,5510;4,6;26,6;Patagonia
06;Salud;Divisiones;2018-06-01;146,6442;3,8;29,7;Pampeana
06;Salud;Divisiones;2018-06-01;146,7479;5,4;28,2;Noreste
06;Salud;Divisiones;2018-06-01;142,5260;3,1;26,5;Noroeste
06;Salud;Divisiones;2018-06-01;147,5675;3,7;29,7;Cuyo
06;Salud;Divisiones;2018-06-01;148,4642;3,9;29,7;Patagonia
07;Transporte;Divisiones;2018-06-01;147,8952;5,9;36,9;Pampeana
07;Transporte;Divisiones;2018-06-01;146,6386;4,5;37,6;Noreste
07;Transporte;Divisiones;2018-06-01;149,8176;4,7;37,2;Noroeste
07;Transporte;Divisiones;2018-06-01;151,9012;4,4;35,8;Cuyo
07;Transporte;Divisiones;2018-06-01;152,3795;5,7;39,9;Patagonia
08;Comunicación;Divisiones;2018-06-01;168,2496;0,4;40,0;Pampeana
08;Comunicación;Divisiones;2018-06-01;159,8092;0,7;32,3;Noreste
08;Comunicación;Divisiones;2018-06-01;170,7499;0,5;40,2;Noroeste
08;Comunicación;Divisiones;2018-06-01;153,1673;0,5;30,8;Cuyo
08;Comunicación;Divisiones;2018-06-01;149,1522;1,0;28,3;Patagonia
09;Recreación y cultura;Divisiones;2018-06-01;141,4559;3,0;28,7;Pampeana
09;Recreación y cultura;Divisiones;2018-06-01;137,1451;1,7;22,1;Noreste
09;Recreación y cultura;Divisiones;2018-06-01;142,8296;1,7;29,4;Noroeste
09;Recreación y cultura;Divisiones;2018-06-01;139,9474;3,9;24,1;Cuyo
09;Recreación y cultura;Divisiones;2018-06-01;145,4526;4,4;26,1;Patagonia
10;Educación;Divisiones;2018-06-01;157,6552;1,4;30,0;Pampeana
10;Educación;Divisiones;2018-06-01;166,1356;0,5;32,4;Noreste
10;Educación;Divisiones;2018-06-01;173,2160;0,6;29,8;Noroeste
10;Educación;Divisiones;2018-06-01;159,4640;0,6;26,6;Cuyo
10;Educación;Divisiones;2018-06-01;158,7554;0,1;27,9;Patagonia
11;Restaurantes y hoteles;Divisiones;2018-06-01;141,3371;2,1;27,5;Pampeana
11;Restaurantes y hoteles;Divisiones;2018-06-01;136,1575;2,7;18,7;Noreste
11;Restaurantes y hoteles;Divisiones;2018-06-01;135,7591;2,5;24,1;Noroeste
11;Restaurantes y hoteles;Divisiones;2018-06-01;142,0747;3,1;30,7;Cuyo
11;Restaurantes y hoteles;Divisiones;2018-06-01;141,3167;2,2;29,5;Patagonia
12;Bienes y servicios varios;Divisiones;2018-06-01;137,1062;3,3;24,1;Pampeana
